"country_name","year","Health_expendGDP","Outpocket_expend","Education_expendGDP","Physicians","Mortality_rate","Literacy_rate","Open_defecation","managed_water","continent"
"Mongolia",2000,4.19000292,47.22499084,3.40350008,1.5829,65.5,97.52880096,17.77136779,20.60161785,"Asia"
"Mongolia",2002,4.43462038,22.22118568,7.210780144,2.7553,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2009,4.45980072,22.75947571,5.144849777,2.6704,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2010,3.73945689,28.05504799,4.645100117,2.7564,30.2,98.33663177,11.23387774,26.62763413,"Asia"
"Mongolia",2011,3.58612084,32.00389862,4.60902977,2.8671,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2012,3.85493326,31.53440094,5.19520998,3.0435,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2013,4.06732321,37.30021286,4.940770149,3.0922,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2014,4.19000292,34.84043503,4.714849949,3.1632,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2015,4.23834133,35.91595459,4.176990032,3.2194,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2016,4.42355728,31.95731354,5.18061018,2.8592,20.3,91.272994995,1,55.75332056,"Asia"
"Mongolia",2018,4.19000292,47.22499084,3.40350008,1.5829,16.5,98.64888763,8.97086681,29.33149621,"Asia"
"Myanmar",2000,4.19000292,47.22499084,3.40350008,1.5829,1,86.41517639,10.11187196,27.11400694,"Asia"
"Myanmar",2010,1.87254584,80.74465942,0.899999976,0.5224,20.3,91.272994995,1,55.75332056,"Asia"
"Myanmar",2011,1.91946495,77.27888489,0.787440002,0.5506,20.3,91.272994995,1,55.75332056,"Asia"
"Myanmar",2012,2.43835998,76.7002182,1.600000024,0.5802,20.3,91.272994995,1,55.75332056,"Asia"
"Myanmar",2016,5.11008072,76.67272949,1.899999976,0.6195,49.9,71.84699249,7.622113349,52.8181847,"Asia"
"Myanmar",2017,5.09039927,75.68733215,2.087680101,0.8638,20.3,91.272994995,1,55.75332056,"Asia"
"Myanmar",2018,4.79125547,76.44635773,1.922889948,0.677,20.3,91.272994995,1,55.75332056,"Asia"
"Nepal",2001,4.34851074,51.26501846,3.708379984,0.052,76.5,34.88676071,65.9577588,27.10581516,"Asia"
"Nepal",2004,4.61542797,51.60284805,3.171940088,0.2118,20.3,91.272994995,1,55.75332056,"Asia"
"Nepal",2011,4.19000292,47.22499084,3.40350008,1.5829,44.2,48.83758926,35.70224986,29.51620372,"Asia"
"Nepal",2012,5.1700902,56.07543182,3.29008007,0.5159,20.3,91.272994995,1,55.75332056,"Asia"
"Nepal",2013,5.32473755,63.53343582,3.018110037,0.564,20.3,91.272994995,1,55.75332056,"Asia"
"Nepal",2014,5.76784754,60.04753876,3.47213006,0.5951,20.3,91.272994995,1,55.75332056,"Asia"
"Nepal",2017,5.48825455,57.78610611,4.76722002,0.9101,20.3,91.272994995,1,55.75332056,"Asia"
"Nepal",2018,5.84083414,50.79715729,4.43445015,0.7486,31.9,59.72443008,15.41523327,20.75864185,"Asia"
"Oman",2000,3.06354713,11.74951744,3.200239897,1.4365,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2002,3.18044019,10.14918995,4.325069904,1.257,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2003,4.19000292,47.22499084,3.40350008,1.5829,13.8,73.53170776,3.820892856,83.88459617,"Asia"
"Oman",2004,2.97564673,11.15068245,4.02835989,1.5829,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2005,2.5871408,10.54691792,3.517210007,1.6653,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2006,2.31092191,11.47766304,3.859339952,1.7743,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2009,2.8300879,11.49723816,4.187739849,1.9341,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2008,4.19000292,47.22499084,3.40350008,1.5829,1,80.87226105,2.3066749,85.40998427,"Asia"
"Oman",2010,4.19000292,47.22499084,3.40350008,1.5829,11.7,81.80323029,1.444191124,86.11466113,"Asia"
"Oman",2013,2.79134297,7.14166403,4.98458004,2.0381,20.3,91.272994995,1,55.75332056,"Asia"
"Oman",2014,4.19000292,47.22499084,3.40350008,1.5829,11.2,88.92669678,1,88.09871744,"Asia"
"Oman",2015,4.19000292,47.22499084,3.40350008,1.5829,11.2,86.03720856,1,88.57535727,"Asia"
"Oman",2016,4.19000292,47.22499084,3.40350008,1.5829,11.3,90.94416046,1,89.03638565,"Asia"
"Oman",2017,3.97352886,7.12504244,5.840189934,1.9572,11.3,92.2256012,1,89.47486537,"Asia"
"Oman",2018,4.13171434,5.98915243,5.207230091,2.0031,11.4,92.69399261,1,89.89309835,"Asia"
"Pakistan",2000,2.88552141,61.5338974,1.837820053,0.6451,20.3,91.272994995,1,55.75332056,"Asia"
"Pakistan",2004,2.34722686,65.99907684,1.767590046,0.7423,20.3,91.272994995,1,55.75332056,"Asia"
"Pakistan",2005,2.70793581,71.02490234,2.049720049,0.7882,96.1,35.36751938,30.37402719,37.71324258,"Asia"
"Pakistan",2006,4.19000292,47.22499084,3.40350008,1.5829,94.4,39.61323166,28.78047367,37.57558911,"Asia"
"Pakistan",2007,3.13823009,72.43493652,2.635270119,0.7619,92.7,38.45775986,27.19422341,37.43503167,"Asia"
"Pakistan",2008,2.92312145,73.10253906,2.746229887,0.7806,90.9,40.08118057,25.61568447,37.29140151,"Asia"
"Pakistan",2009,2.61331248,72.33998871,2.59078002,0.7951,89.1,40.31462097,24.04485241,37.14470037,"Asia"
"Pakistan",2010,2.5967586,70.39242554,2.286870003,0.8076,87.1,41.01552963,22.48142121,36.9950616,"Asia"
"Pakistan",2011,2.34442639,67.14212036,2.221750021,0.8311,1,41.97539139,20.92544848,36.8424667,"Asia"
"Pakistan",2012,2.35939932,64.19360352,2.13628006,0.859,82.9,43.07189178,19.37698998,36.68689376,"Asia"
"Pakistan",2013,2.60280204,65.16564941,2.493439913,0.8771,80.6,41.97494125,17.8366043,36.52810071,"Asia"
"Pakistan",2014,2.72200847,66.52488708,2.465929985,0.8972,78.3,44.28342056,16.30377201,36.36631784,"Asia"
"Pakistan",2015,2.68711925,66.17926025,2.650019884,0.9262,20.3,91.272994995,1,55.75332056,"Asia"
"Pakistan",2016,2.85510206,63.12653351,3.002919912,0.962,20.3,91.272994995,1,55.75332056,"Asia"
"Pakistan",2017,2.90229368,60.23687744,2.89951992,1.0005,71.6,46.46767044,11.75133632,35.86274126,"Asia"
"Pakistan",2018,4.19000292,47.22499084,3.40350008,1.5829,69.4,45.39839935,10.24708919,35.68978668,"Asia"
"Philippines",2000,3.15481424,41.19496918,3.164400101,1.2185,37.7,92.65490723,11.02853988,36.27381467,"Asia"
"Philippines",2001,2.94705772,44.61747742,2.92463994,1.2201,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2002,2.7333045,47.76663971,2.89222002,1.1107,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2003,3.19143724,47.70053482,2.935179949,1.2256,35.6,93.56452942,10.29606032,40.53432903,"Asia"
"Philippines",2004,3.16792512,47.77957916,2.469830036,1.108,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2005,3.90041852,52.10651016,2.328069925,1.2289,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2006,3.94585061,54.03546143,2.425790071,1.2361,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2007,3.91954136,55.9674263,2.485179901,1.2441,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2008,4.02792263,57.44992065,2.582829952,1.2558,32.6,95.82563019,8.431003104,44.95739658,"Asia"
"Philippines",2009,4.35353184,55.57598877,2.537770033,1.2632,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2010,4.31276274,54.84585571,2.309999943,1.2717,20.3,91.272994995,1,55.75332056,"Asia"
"Philippines",2013,4.19000292,47.22499084,3.40350008,1.5829,30.6,96.78736115,6.49654752,45.90608984,"Asia"
"Philippines",2015,4.19000292,47.22499084,3.40350008,1.5829,29.8,98.24175262,5.716699768,46.34027725,"Asia"
"Philippines",2017,4.4460597,53.04578018,4.400000095,0.6004,20.3,91.272994995,1,55.75332056,"Asia"
"Qatar",2001,2.31433153,27.41547585,3.200190067,2.217,20.3,91.272994995,1,55.75332056,"Asia"
"Qatar",2004,4.19000292,47.22499084,3.40350008,1.5829,10.8,86.71118164,1,96.6,"Asia"
"Qatar",2005,2.56908822,18.61186028,3.971879959,2.4844,20.3,91.272994995,1,55.75332056,"Asia"
"Qatar",2007,4.19000292,47.22499084,3.40350008,1.5829,9.8,90.43611908,1,96.6,"Asia"
"Qatar",2008,1.60012186,18.78091812,4.22755003,3.2087,9.6,89.13771057,1,96.6,"Asia"
"Qatar",2009,2.14952278,19.3805542,3.413150072,3.0975,9.3,90.15306854,1,96.6,"Asia"
"Qatar",2010,1.78923905,18.72622299,4.539659977,3.7273,9.1,91.89582062,1,96.6,"Asia"
"Qatar",2011,4.19000292,47.22499084,3.40350008,1.5829,8.9,90.24652863,1,96.54039807,"Asia"
"Qatar",2012,4.19000292,47.22499084,3.40350008,1.5829,8.7,90.8117218,1,96.48079613,"Asia"
"Qatar",2013,4.19000292,47.22499084,3.40350008,1.5829,8.4,91.72962952,1,96.4211942,"Asia"
"Qatar",2014,2.43456411,6.11592197,3.605350018,1.7351,8.1,92.45240021,1,96.36159227,"Asia"
"Qatar",2016,4.19000292,47.22499084,3.40350008,1.5829,7.5,94.20703888,1,96.2423884,"Asia"
"Qatar",2017,2.72160077,8.52918816,2.967459917,8e-04,7.1,94.7115097,1,96.18278647,"Asia"
"Saudi Arabia",2000,4.2115941,18.46246338,5.90982008,0.7235,20.3,91.272994995,1,55.75332056,"Asia"
"Saudi Arabia",2001,4.46173573,18.03369141,7.718870163,0.6822,20.3,91.272994995,1,55.75332056,"Asia"
"Saudi Arabia",2004,3.58400607,18.15097046,6.277460098,1.37,20.3,91.272994995,1,55.75332056,"Asia"
"Saudi Arabia",2008,2.97100711,19.36904335,5.13781023,2.0626,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2000,4.19000292,47.22499084,3.40350008,1.5829,3.9,88.64517975,1,1,"Asia"
"Singapore",2001,3.16302657,55.58973694,3.542490005,1.4095,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2003,3.60699248,48.45797729,3.981940031,1.5451,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2004,3.15019822,51.00744247,3.652760029,1.5542,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2005,3.03367925,49.99448395,3.195960045,1.5819,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2006,2.9347465,48.83466721,2.859119892,1.5744,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2007,2.83749056,48.46814346,2.946749926,1.6127,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2008,3.19488454,46.45778656,2.764600039,1.6418,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2009,3.39853096,43.28753662,3.010129929,1.6758,20.3,91.272994995,1,55.75332056,"Asia"
"Singapore",2010,3.20265365,41.45875549,3.080440044,1.7187,2.8,93.77481079,1,1,"Asia"
"Singapore",2011,3.15792179,39.51037216,3.030770063,1.7232,2.8,94.06833649,1,1,"Asia"
"Singapore",2012,3.32783675,37.65390396,3.070859909,1.7964,2.8,94.35958862,1,1,"Asia"
"Singapore",2013,3.68562651,36.16598511,2.85435009,1.8958,2.8,94.64186859,1,1,"Asia"
"Singapore",2014,3.87155676,33.29804611,2.92437005,2.0125,2.7,94.91132355,1,1,"Asia"
"Singapore",2015,4.19000292,47.22499084,3.40350008,1.5829,2.7,95.19065094,1,1,"Asia"
"Singapore",2016,4.40151834,32.66244888,2.874830008,2.2936,2.7,95.44789124,1,1,"Asia"
"Singapore",2017,4.19000292,47.22499084,3.40350008,1.5829,2.7,95.68946838,1,1,"Asia"
"Singapore",2018,4.19000292,47.22499084,3.40350008,1.5829,2.6,95.91941071,1,1,"Asia"
"Sri Lanka",2009,4.1933918,53.28553391,2.055900097,0.6826,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2010,3.86745548,53.29795074,1.717740059,0.7239,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2011,3.71693707,51.22101974,1.808609962,0.7391,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2012,3.40384579,51.93098831,1.496170044,0.7645,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2013,3.82699037,48.93375778,1.621070027,0.7983,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2014,3.60648036,48.68254471,1.932880044,0.8364,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2015,3.88992047,48.93215179,2.22874999,0.8624,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2016,3.86424923,50.1216011,3.449199915,0.8925,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2017,3.80975389,50.08361435,2.799249887,0.9277,20.3,91.272994995,1,55.75332056,"Asia"
"Sri Lanka",2018,3.75841475,50.65418625,2.135390043,1.0041,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2000,4.26492453,79.15171814,2.328710079,2.1717,83.6,99.22122955,1.252001164,35.99046099,"Asia"
"Tajikistan",2001,4.57802582,76.52173615,2.376590014,2.1241,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2002,4.43647242,78.16711426,2.775789976,2.041,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2003,4.70218658,73.30263519,2.420789957,1.9396,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2004,4.79911184,71.73569489,2.772030115,1.9512,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2005,5.21024704,66.09986115,3.512130022,1.9548,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2006,5.03254795,68.79291534,3.40350008,1.9166,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2007,5.54050112,70.61388397,3.413269997,1.8962,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2008,5.91206694,68.58421326,3.459830046,1.9292,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2009,5.85579777,69.63989258,4.098309994,1.6439,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2010,5.73543406,70.43351746,4.006750107,1.6975,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2011,5.85971832,62.54403687,3.935110092,1.7209,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2012,5.98185873,63.9360199,4.018030167,2.877,20.3,91.272994995,1,55.75332056,"Asia"
"Tajikistan",2014,4.19000292,47.22499084,3.40350008,1.5829,38.7,99.69999695,0.521109531,51.04946383,"Asia"
"Thailand",2000,3.10125184,34.18558884,5.25345993,0.368,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2001,3.02623034,33.9886055,4.81787014,0.2982,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2002,3.33472419,27.89708328,3.864919901,0.2964,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2003,3.24312663,27.1678009,3.725610018,0.277,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2004,3.13893557,26.40885162,4.030889988,0.2911,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2005,3.15972185,27.58306313,3.93859005,0.293,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2006,3.09970689,17.65686035,4.05038023,0.2875,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2007,3.19277501,14.81379414,3.603149891,0.2959,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2008,3.45933962,14.70176125,3.508500099,0.3164,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2009,3.6193974,15.90248966,3.861939907,0.3387,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2010,3.39009976,14.49738026,3.508440018,0.3906,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2015,3.66789317,12.50940418,3.759670019,0.4651,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2016,3.76332021,11.34563923,3.637520075,0.445,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2017,3.83202839,10.89800835,3.355730057,0.8075,20.3,91.272994995,1,55.75332056,"Asia"
"Thailand",2018,3.79303908,11.01141357,3.056770086,0.805,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2008,1.02795136,11.52039433,8.670570374,0.037,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2009,1.66058576,8.84477043,12.90347958,0.044,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2010,1.4271214,11.56462669,11.10762024,0.079,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2011,1.26124156,9.9248476,10.07569981,0.078,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2013,2.11266398,6.96823168,5.667150021,0.6174,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2014,2.72246408,7.90607262,7.515470028,0.6821,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2015,3.95390606,7.35929537,8.445150375,0.6946,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2017,4.33655405,8.34491539,7.106100082,0.7504,20.3,91.272994995,1,55.75332056,"Asia"
"Timor-Leste",2018,4.32635784,7.0929842,6.830910206,0.7224,20.3,91.272994995,1,55.75332056,"Asia"
"Turkey",2000,4.59957218,28.60040665,2.516880035,1.3479,20.3,91.272994995,1,55.75332056,"Asia"
"Turkey",2001,4.88784933,23.43206978,2.634619951,1.399,20.3,91.272994995,1,55.75332056,"Asia"
"Turkey",2002,5.06227875,20.32076836,2.728060007,1.4114,20.3,91.272994995,1,55.75332056,"Asia"
"Turkey",2003,5.01427698,18.93056297,2.851310015,1.4294,20.3,91.272994995,1,55.75332056,"Asia"
"Turkey",2004,4.90964413,20.18101883,2.989989996,1.4492,20.3,91.272994995,1,55.75332056,"Asia"
"Turkey",2006,5.14591694,23.6489296,2.728060007,1.5195,20.3,91.272994995,1,55.75332056,"Asia"
"Turkmenistan",2012,4.77595139,68.28610992,3.049249887,2.2375,20.3,91.272994995,1,55.75332056,"Asia"
"Turkmenistan",2014,4.19000292,47.22499084,3.40350008,1.5829,41.7,99.59999847,0.095544792,88.94335086,"Asia"
"Uzbekistan",2000,4.19000292,47.22499084,3.40350008,1.5829,1,98.13858032,0.053873999,56.3409902,"Asia"
"Uzbekistan",2011,5.28212595,54.36104965,6.195859909,2.5036,20.3,91.272994995,1,55.75332056,"Asia"
"Uzbekistan",2012,5.58976364,52.70285034,6.395229816,2.4451,20.3,91.272994995,1,55.75332056,"Asia"
"Uzbekistan",2013,5.66173792,52.92061615,6.090010166,2.4044,26.6,99.9958725,1,58.77502285,"Asia"
"Uzbekistan",2014,4.67292738,45.40990448,6.025269985,2.3742,24.6,99.9759903,1,58.83590983,"Asia"
"Uzbekistan",2015,4.19000292,47.22499084,3.40350008,1.5829,22.8,99.97576904,1,58.85883492,"Asia"
"Uzbekistan",2016,4.19000292,47.22499084,3.40350008,1.5829,21.1,99.97840881,1,58.88146605,"Asia"
"Uzbekistan",2018,4.19000292,47.22499084,3.40350008,1.5829,18.4,99.98587036,1,58.86418257,"Asia"
"Vietnam",2008,5.14778042,37.18603134,4.886740208,0.6648,20.3,91.272994995,1,55.75332056,"Asia"
"Vietnam",2009,5.29355097,37.26034927,4.816500187,0.6982,20.3,91.272994995,1,55.75332056,"Asia"
"Vietnam",2010,5.96677208,37.42028046,5.137219906,0.71,20.3,91.272994995,1,55.75332056,"Asia"
"Vietnam",2011,5.87397575,37.40775299,4.813720226,1.152,20.3,91.272994995,1,55.75332056,"Asia"
"Vietnam",2012,6.27840996,40.77892303,5.533289909,0.8209,20.3,91.272994995,1,55.75332056,"Asia"
"Vietnam",2013,6.33500576,41.26946259,5.65199995,1.18,20.3,91.272994995,1,55.75332056,"Asia"
"Vietnam",2015,5.65262079,43.47938538,4.465760231,0.7963,20.3,91.272994995,1,55.75332056,"Asia"
